conversation_id,tweet_id,created_at,target_message,conversation_context,intent,label_notes
2406598,2406599,Tue Nov 14 15:38:47 +0000 2017,"@AppleSupport iPad, just purchased in August 2017. The keyboard is horrible, I have to correct typos most of the time. The numbers replace letters, it’s a nightmare. Thanks for your help.","APPLESUPPORT: @692119 We want you to be able to use your keyboard with ease. What Apple device are you using with the keyboard?
CUSTOMER: @AppleSupport iPad, just purchased in August 2017. The keyboard is horrible, I have to correct typos most of the time. The numbers replace letters, it’s a nightmare. Thanks for your help.",feature_how_to,
2408630,2408631,Tue Nov 14 18:30:55 +0000 2017,@AppleSupport My I️ movie keeps force closing,"APPLESUPPORT: @692603 We'd love to help with your Mac! Let us know exactly what's going on.
CUSTOMER: @AppleSupport My I️ movie keeps force closing",app_issue,
2420092,2420093,Sat Nov 25 22:42:25 +0000 2017,@AppleSupport I’ve done that but was about to go to bed so can we pick it up tomorrow? As you don’t seem to be answering via the link,"APPLESUPPORT: @124082 Let's take a look together. Join us in DM using this link: https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I’ve done that but was about to go to bed so can we pick it up tomorrow? As you don’t seem to be answering via the link",service_support,
2422456,2422457,Wed Nov 15 00:18:13 +0000 2017,@AppleSupport I would really appreciate if Apple accepted that their new update(a) are/is crap; I’ve never been so disappointed. My phone is overheating and it’s beyond a joke the battery life.,"APPLESUPPORT: @220409 We want to help.  Send us a DM letting us know which country you are located in to get started. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I would really appreciate if Apple accepted that their new update(a) are/is crap; I’ve never been so disappointed. My phone is overheating and it’s beyond a joke the battery life.",battery_power,
2450158,2450159,Sun Oct 29 16:42:40 +0000 2017,"@AppleSupport When I try to airdrop from my ‘15 MacBook Pro, it can’t find my iPhone 😐","APPLESUPPORT: @702216 We want you to be able to use all the features with the update. What exactly about AirDrop is not working?
CUSTOMER: @AppleSupport When I try to airdrop from my ‘15 MacBook Pro, it can’t find my iPhone 😐",connectivity,
2458748,2458749,Wed Nov 15 06:10:03 +0000 2017,"@AppleSupport Thanks, fixed the keyboard problem, but with this new one I'm no longer able to receive or send iMessages. Not the fix I had in mind.","APPLESUPPORT: @704169 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/80YRnjDFDk
CUSTOMER: @AppleSupport Thanks, fixed the keyboard problem, but with this new one I'm no longer able to receive or send iMessages. Not the fix I had in mind.",connectivity,
2487117,2487118,Thu Nov 16 20:44:53 +0000 2017,@AppleSupport @710367 So it looks like it’s still only accessible through the hosting service eh?,"APPLESUPPORT: @710367 Thanks for reaching out. You can find more information about managing your podcasts, and can reach the team that supports this here: https://t.co/Z700WfTAZ1
CUSTOMER: @AppleSupport @710367 So it looks like it’s still only accessible through the hosting service eh?",music_media,
2508178,2508179,Wed Nov 15 22:18:08 +0000 2017,@AppleSupport iOS 11.1.1,"APPLESUPPORT: @715056 You're in the right place for help. We know how important it is to get the performance and battery life that's expected from your iPhone. So we may provide the best support, let us know the exact iOS version and we'll go from there.
CUSTOMER: @AppleSupport iOS 11.1.1",ios_update,
2518312,2518313,Fri Nov 17 01:25:22 +0000 2017,@AppleSupport thank you. i disabled LTE for voice and it worked.,"APPLESUPPORT: @717348 We want to make sure that your iPhone works as expected. Let's go over all the steps from our support article and see if it helps: https://t.co/U53YusKX3z
CUSTOMER: @AppleSupport thank you. i disabled LTE for voice and it worked.",audio_call_issue,
2522494,2522495,Thu Nov 16 02:02:31 +0000 2017,"@AppleSupport Unfortunately there is nothing left to update. Thank you for replying, will I need to take my phone into the nearest Apple store for further help?","APPLESUPPORT: @718403 Thank you for reaching out. We're here to help. To get started, let's go into Settings &gt; General &gt; About. If you are prompted for a carrier update, please apply and restart. Then test to see if you are able to make outgoing calls. We look forward to your reply.
CUSTOMER: @AppleSupport Unfortunately there is nothing left to update. Thank you for replying, will I need to take my phone into the nearest Apple store for further help?",service_support,
2527427,2527428,Thu Nov 16 04:42:18 +0000 2017,@AppleSupport @177166 Using iOS 11 having randomly repeated issues with videos looping. It’s not all videos but it’s happened on https://t.co/RLdpsHv7bj &amp; YouTube and other streaming websites. Safari &amp; YouTube app have it but never happened with previous iOS versions. What’s the fix?,"APPLESUPPORT: @177166 We'd like to look into this. Share with us in DM which device you are using with Safari to continue. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport @177166 Using iOS 11 having randomly repeated issues with videos looping. It’s not all videos but it’s happened on https://t.co/RLdpsHv7bj &amp; YouTube and other streaming websites. Safari &amp; YouTube app have it but never happened with previous iOS versions. What’s the fix?",app_issue,
2544513,2544514,Mon Oct 30 15:27:55 +0000 2017,@AppleSupport Very often.. and yes.. that for me is the predominant issue right now with this phone.. hasn’t affected my iPhone 7 though..,"APPLESUPPORT: @321920 We can get to the bottom of this together. Are you only having issues waking up your iPhone? How often does this happen?
CUSTOMER: @AppleSupport Very often.. and yes.. that for me is the predominant issue right now with this phone.. hasn’t affected my iPhone 7 though..",device_performance,
2545654,2545655,Thu Nov 16 16:30:55 +0000 2017,@AppleSupport I think it worked,"APPLESUPPORT: @723562 We certainly want to help to get this resolved. To confirm, have you updated to iOS 11.1.1 yet? If not, go ahead and update and let us know if it persists. If it does, let us know if it is when you type or another person. We look forward to hearing from you soon.
CUSTOMER: @AppleSupport I think it worked",ios_update,
2553997,2553998,Thu Nov 16 15:57:05 +0000 2017,@AppleSupport Thank you. Just took the update.,"APPLESUPPORT: @725338 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6
CUSTOMER: @AppleSupport Thank you. Just took the update.",ios_update,
2568540,2568541,Mon Oct 30 16:10:45 +0000 2017,@AppleSupport It only occurred with a special folder  in my Dropbox. When I opened it finder crashed. I replaced the folder and now it works again.,"APPLESUPPORT: @218004 We'd be glad to look into this. Do you see this same window every time you open up Finder? If so, do you have any other users?
CUSTOMER: @AppleSupport It only occurred with a special folder  in my Dropbox. When I opened it finder crashed. I replaced the folder and now it works again.",app_issue,
2572014,2572015,Thu Nov 16 20:08:57 +0000 2017,"@AppleSupport I’m hesitant to make the conversation private, you might just leave me on read like y’all hung up on me... happy to listen here! Thanks","APPLESUPPORT: @729341 That’s not the experience we want you to have. Please meet us in DM so we can take a closer look at this with you. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I’m hesitant to make the conversation private, you might just leave me on read like y’all hung up on me... happy to listen here! Thanks",service_support,
2573895,2573896,Fri Nov 17 03:00:12 +0000 2017,@AppleSupport Texting specifically; it freezes when I hit the next line of my conversation,"APPLESUPPORT: @729913 We want to help. Does this seem to happen with any particular apps? Or when you're doing anything in particular?
CUSTOMER: @AppleSupport Texting specifically; it freezes when I hit the next line of my conversation",app_issue,
2581967,2581968,Fri Nov 17 09:57:06 +0000 2017,@AppleSupport No option to copy. See screenshot. This is an email address within an email. I used to be able to do it but something changed https://t.co/ZMp8AEg7Ab,"APPLESUPPORT: @731755 We're here for you. When you see the screen to create or add to an existing contact, tapping and holding on the email address will give you the option to copy.
CUSTOMER: @AppleSupport No option to copy. See screenshot. This is an email address within an email. I used to be able to do it but something changed https://t.co/ZMp8AEg7Ab",feature_how_to,
2585650,2585651,Fri Nov 17 00:37:09 +0000 2017,@AppleSupport Can’t listen to the app at all I hope you guys plan on comping me!,"APPLESUPPORT: @152007 We've got your back. Are you trying to find albums that were purchased from iTunes, added from Apple Music, or imported into iTunes? Which device are you using?
CUSTOMER: @AppleSupport Can’t listen to the app at all I hope you guys plan on comping me!",music_media,
2639698,2639699,Mon Nov 20 15:27:15 +0000 2017,"@AppleSupport Thank you, just private messaged you.","APPLESUPPORT: @744965 Thanks so much for reaching out to us today. We'd be happy to look into what's going on with your iMac. To start, reach out to us in DM using the link below and we'll continue from there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Thank you, just private messaged you.",service_support,
2647145,2647146,Sun Nov 26 22:08:35 +0000 2017,@AppleSupport I do and I did try to update via wi-fi,"APPLESUPPORT: @746852 Thanks for reaching back out to us. We understand the importance of keeping the iOS software up-to-date on your device, we'll do all that we can to help. To start, can you tell us if you have access to a Wi-Fi network that we could connect your device to?
CUSTOMER: @AppleSupport I do and I did try to update via wi-fi",ios_update,
2699030,2699031,Sun Nov 19 20:21:30 +0000 2017,"@AppleSupport 11.1.2, 128gig 7 plus, turns off, then turns right back on.","APPLESUPPORT: @758298 We can help with that. To clarify, are you referring to iOS 11.1.2? Also, which model iPhone do you have? Lastly, does the phone automatically turn back on after unexpectedly shutting down or do you have to manually power back on?
CUSTOMER: @AppleSupport 11.1.2, 128gig 7 plus, turns off, then turns right back on.",battery_power,
2734417,2734418,Mon Nov 20 19:56:59 +0000 2017,"@AppleSupport done and done, thanks!","APPLESUPPORT: @235934 Music is a huge part of us here at Apple and we want to ensure you're able to enjoy your favorite tunes. To provide the best support, tell us a little more about what's going on by selecting the following link and joining us in a DM. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport done and done, thanks!",music_media,
2741950,2741951,Mon Nov 20 22:32:42 +0000 2017,@AppleSupport Downloaded it. thanks.,"APPLESUPPORT: @768078 Let's get you updated to the latest release of iOS: https://t.co/80YRnjDFDk
CUSTOMER: @AppleSupport Downloaded it. thanks.",ios_update,
2741958,2741959,Mon Nov 20 18:34:42 +0000 2017,"@AppleSupport Aight bro listen... it all started November 19, 2017. I did the new update because it said something about bug fixes. BOOM done. Next thing you know, my apps started closing on me and freezing. Phone started going to this Black screen.  I was heated Cus Android users be on that😤","APPLESUPPORT: @768080 We'd like to help you be satisfied with the updates. What's going on?
CUSTOMER: @AppleSupport Aight bro listen... it all started November 19, 2017. I did the new update because it said something about bug fixes. BOOM done. Next thing you know, my apps started closing on me and freezing. Phone started going to this Black screen.  I was heated Cus Android users be on that😤",device_performance,
2748353,2748354,Tue Nov 21 00:27:29 +0000 2017,"@AppleSupport FYI this is the 3rd time in 2 and a half hours I’ve had to restart my $5,000 MacBook Pro...","APPLESUPPORT: @769543 That's not the normal behavior for High Sierra at all, so let's check this out. Did you happen to notice if it's the same apps giving you trouble? If so, which ones?
CUSTOMER: @AppleSupport FYI this is the 3rd time in 2 and a half hours I’ve had to restart my $5,000 MacBook Pro...",device_performance,
2752700,2752701,Tue Nov 21 20:58:28 +0000 2017,@AppleSupport Hi I’m running the latest software 11.1.2. I’ve been using my phone for approx 30 mins this morning and now at 60% battery and it’s incredibly slow (and hot!),"APPLESUPPORT: @770592 Let's look into this together. First, what's the exact iOS version you're running right now? You can find this at Settings &gt; General &gt; About.

Then, let us know more about what is happening. The more detail you can provide, the better we'll be able to help.
CUSTOMER: @AppleSupport Hi I’m running the latest software 11.1.2. I’ve been using my phone for approx 30 mins this morning and now at 60% battery and it’s incredibly slow (and hot!)",device_performance,
2752735,2752736,Tue Nov 21 01:01:29 +0000 2017,@AppleSupport Ugh I just need a number so I can recuperate my music 😭😭😭,"APPLESUPPORT: @770598 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2
CUSTOMER: @AppleSupport Ugh I just need a number so I can recuperate my music 😭😭😭",apple_id_account,
2755748,2755747,Mon Nov 20 21:41:32 +0000 2017,@AppleSupport What do you mean by that?,"CUSTOMER: @AppleSupport What do you mean by that?
APPLESUPPORT: @771299 Two-factor authentication is an extra layer of security for your Apple ID. If you had two-factor authentication enabled, the length of time it takes to recover your account can vary. 

Please DM us, and we'll help get you in the right spot. https://t.co/GDrqU22YpT",apple_id_account,
2755752,2755753,Tue Nov 21 06:55:14 +0000 2017,"@AppleSupport Hi, it an iPhone X running iOS 11.1.2","APPLESUPPORT: @771301 Let’s investigate this together. To begin, tell us which iPhone you’re using, and the version of iOS software it’s running currently. This info can be found in Settings &gt; General &gt; About.
CUSTOMER: @AppleSupport Hi, it an iPhone X running iOS 11.1.2",ios_update,
2814556,2814557,Mon Nov 27 02:42:27 +0000 2017,"@AppleSupport Sure, I will share the screenshot as soon as I experience the same.","APPLESUPPORT: @784689 Let's look into this for you. Can you send us a DM with a screenshot of what you are experiencing? https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Sure, I will share the screenshot as soon as I experience the same.",service_support,
2816073,2816074,Sat Nov 11 16:15:39 +0000 2017,"@AppleSupport On 5k iMac, running 10.13.1. Not on all websites.","APPLESUPPORT: @785065 We'd be happy to work with you to figure out what's going on. Reach out to us via DM with what type of device you're using and the current OS version. Along with that, please clarify if this only happens with certain websites or all of them. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport On 5k iMac, running 10.13.1. Not on all websites.",app_issue,
2837123,2837124,Mon Nov 27 15:57:36 +0000 2017,@AppleSupport 11.1.1,"APPLESUPPORT: @626239 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.
CUSTOMER: @AppleSupport 11.1.1",ios_update,
2838685,2838686,Mon Nov 27 18:24:01 +0000 2017,"@AppleSupport It’s the phone, it’s just not pulling up anything to connect.","APPLESUPPORT: @790011 We're here to help. Have you tried connecting to another Bluetooth enabled device to check and see if this issue is happening with all Bluetooth connections?
CUSTOMER: @AppleSupport It’s the phone, it’s just not pulling up anything to connect.",connectivity,
2849218,2849219,Tue Nov 28 20:20:30 +0000 2017,@AppleSupport The battery runs down very quickly. I have it constantly plugged into a power supply.,"APPLESUPPORT: @792321 We can work on this with you. What exactly is going on with your battery?
CUSTOMER: @AppleSupport The battery runs down very quickly. I have it constantly plugged into a power supply.",battery_power,
2850905,2850906,Mon Nov 27 19:21:53 +0000 2017,@AppleSupport Thanks a lot for quick respond. I’ll try.,"APPLESUPPORT: @792707 Let's reach out to our Account Security team for help with this issue. https://t.co/p9bPZEcl5d
CUSTOMER: @AppleSupport Thanks a lot for quick respond. I’ll try.",battery_power,
2853800,2853801,Mon Nov 27 20:47:06 +0000 2017,"@AppleSupport Should’ve just left it right where tf it was, makes no sense","APPLESUPPORT: @237054 You certainly can. Let us show you how. Open Settings &gt; General &gt; Accessibility &gt; Display Accommodations. The toggle will be available there. If you're using iOS 10, you can find the alternate location here: https://t.co/bkqEVCrK2l
CUSTOMER: @AppleSupport Should’ve just left it right where tf it was, makes no sense",feature_how_to,
2860041,2860042,Tue Nov 28 06:41:06 +0000 2017,"@AppleSupport It has just completely stopped working since the update. When I go to add another touch print in Settings, it is not even recognising my finger is on the button (there’s no finger print outline on the screen to complete). I’ve done a hard restart and nothing works.","APPLESUPPORT: @794752 You’re in the right place for help. Give us some details on what happens when you try to use Touch ID, and we’ll work towards a resolution together.
CUSTOMER: @AppleSupport It has just completely stopped working since the update. When I go to add another touch print in Settings, it is not even recognising my finger is on the button (there’s no finger print outline on the screen to complete). I’ve done a hard restart and nothing works.",app_issue,
2867259,2867258,Tue Nov 28 00:56:55 +0000 2017,@AppleSupport It says “an error occurred during authentication”.,"CUSTOMER: @AppleSupport It says “an error occurred during authentication”.
APPLESUPPORT: @796314 Do you have a different Wi-Fi connection to try? Have you tried to restart the computer?
CUSTOMER: @AppleSupport Yes and yes, restarted multiple times, used 2 different Wi-Fi connections. I’m locked out of my Apple ID for iCloud and iMessage on my iPhone as well :(
APPLESUPPORT: @796314 We want to get you on the path to a resolution to this. Are you able to log into https://t.co/MdGttkkFL9 from your computer? Let us know in DM. https://t.co/GDrqU22YpT",apple_id_account,
2893356,2893357,Tue Nov 28 15:33:21 +0000 2017,@AppleSupport Everywhere I️t seems :( tbh been afraid to try them again the last zap gave me a headache I️ still have,"APPLESUPPORT: @523609 Let's check into this further. Can you tell us if you notice this issue when in a certain location or performing a particular activity like running?
CUSTOMER: @AppleSupport Everywhere I️t seems :( tbh been afraid to try them again the last zap gave me a headache I️ still have",other_unclear,
2922720,2922721,Wed Nov 29 02:06:30 +0000 2017,"@AppleSupport Thanks Apple - @808834, Apple's reply indicates that your previous advice was unhelpful/misleading. Can you identify an anonymous number for me so that I might block it on my iOS device?","APPLESUPPORT: @808833 We're glad to see how we can help. While there's not an option to block all anonymous calls that come to you, you can select which phone numbers to block with the steps listed here: https://t.co/eXOsiiLMs2
CUSTOMER: @AppleSupport Thanks Apple - @808834, Apple's reply indicates that your previous advice was unhelpful/misleading. Can you identify an anonymous number for me so that I might block it on my iOS device?",audio_call_issue,
2922765,2922766,Wed Nov 29 12:19:51 +0000 2017,"@AppleSupport Well, I know about mouse keys, but that's not practical for my situation. Maybe there's an app or an AppleScript for my needs?","APPLESUPPORT: @808848 You can check out these additional Accessibility shortcuts here: https://t.co/znz60aQLFg
CUSTOMER: @AppleSupport Well, I know about mouse keys, but that's not practical for my situation. Maybe there's an app or an AppleScript for my needs?",feature_how_to,
2945777,2945778,Wed Nov 29 16:37:03 +0000 2017,@AppleSupport Thanks,"APPLESUPPORT: @813687 We can help you with this. DM us and let us know what the payment is for and we can look into it. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Thanks",app_store_purchase,
2962821,2962822,Wed Nov 29 21:49:57 +0000 2017,"@AppleSupport Regarding these instructions from the link you sent, at the moment when dragging the app to the top left/right it is not turning into split view. Only had this problem since recent update. https://t.co/jdT4pIrDeP","APPLESUPPORT: @817550 For more info on Slide Over in iOS 11, check out this article: https://t.co/WTnoQ22YPG

Also, to submit this suggestion, please visit this link: https://t.co/xRaEJJTtqC
CUSTOMER: @AppleSupport Regarding these instructions from the link you sent, at the moment when dragging the app to the top left/right it is not turning into split view. Only had this problem since recent update. https://t.co/jdT4pIrDeP",feature_how_to,
